50,0,0
49,1,0.0769231
48,1,0.153846
47,1,0.153846
46,1,0.153846
45,1,0.153846
44,1,0.153846
43,1,0.153846
42,1,0.153846
41,1,0.153846
40,1,0.153846
39,1,0.153846
38,1,0.153846
37,1,0.153846
36,1,0.153846
35,1,0.230769
34,0.75,0.230769
33,0.428571,0.230769
32,0.3,0.230769
31,0.285714,0.307692
30,0.208333,0.384615
29,0.185185,0.384615
28,0.138889,0.384615
27,0.116279,0.384615
26,0.106383,0.384615
25,0.0925926,0.384615
24,0.0882353,0.461538
23,0.0731707,0.461538
22,0.0736842,0.538462
21,0.0630631,0.538462
20,0.0555556,0.538462
19,0.0567376,0.615385
18,0.0509554,0.615385
17,0.0467836,0.615385
16,0.042328,0.615385
15,0.040201,0.615385
14,0.0377358,0.615385
13,0.0396476,0.692308
12,0.0379747,0.692308
11,0.0409836,0.769231
10,0.0387597,0.769231
9,0.037594,0.769231
8,0.03663,0.769231
7,0.0358423,0.769231
6,0.0350877,0.769231
5,0.034965,0.769231
4,0.0341297,0.769231
3,0.03367,0.769231
2,0.0334448,0.769231
1,0.0330033,0.769231
0,0.0322581,0.769231
