50,0,0
49,1,0.142857
48,1,0.142857
47,1,0.142857
46,1,0.142857
45,1,0.142857
44,1,0.142857
43,0.666667,0.142857
42,0.666667,0.142857
41,0.75,0.214286
40,0.75,0.214286
39,0.8,0.285714
38,0.8,0.285714
37,0.8,0.285714
36,0.8,0.285714
35,0.714286,0.357143
34,0.714286,0.357143
33,0.714286,0.357143
32,0.555556,0.357143
31,0.454545,0.357143
30,0.384615,0.357143
29,0.3125,0.357143
28,0.3125,0.357143
27,0.3,0.428571
26,0.272727,0.428571
25,0.241379,0.5
24,0.2,0.5
23,0.189189,0.5
22,0.166667,0.5
21,0.148936,0.5
20,0.153846,0.571429
19,0.137931,0.571429
18,0.125,0.571429
17,0.119403,0.571429
16,0.109589,0.571429
15,0.101266,0.571429
14,0.0963855,0.571429
13,0.0952381,0.571429
12,0.0941176,0.571429
11,0.0941176,0.571429
10,0.1,0.642857
9,0.0978261,0.642857
8,0.0909091,0.642857
7,0.0891089,0.642857
6,0.0865385,0.642857
5,0.0849057,0.642857
4,0.0803571,0.642857
3,0.0782609,0.642857
2,0.0756303,0.642857
1,0.0743802,0.642857
0,0.0737705,0.642857
0,0,1
